1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,16,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,16,3,16,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,16,30,16,0,0,0,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,15,15,15,15,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,15,0,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,15,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,15,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,15,0,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,15,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,15,0,0,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,15,0,0,10,1,1,1,1,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,8,0,0,15,0,0,0,0,10,9,9,7,0,0,0,0,0,0,0,0,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,7,16,10,7,0,0,15,0,0,0,0,0,0,16,16,16,16,16,16,16,0,0,0,0,0,10,9,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,16,3,16,0,0,12,13,13,11,0,0,0,16,0,0,0,15,0,0,16,16,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,16,2,16,0,16,10,1,9,7,0,0,0,0,0,15,15,0,0,16,15,15,16,0,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,0,15,0,0,0,0,17,0,16,0,0,0,16,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,0,15,15,0,0,0,17,25,23,28,16,0,15,15,15,15,15,15,15,16,16,15,15,15,15,0,0,0,10,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,11,15,0,15,15,0,19,27,16,16,0,0,15,16,16,15,16,16,15,15,16,16,16,16,15,16,0,0,0,10,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,16,0,0,15,0,0,0,16,0,0,15,15,15,16,15,16,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,10,9,9,1,1,1
1,1,1,1,1,1,1,1,1,1,1,9,7,0,0,0,0,15,15,15,0,0,15,15,15,15,15,15,15,15,16,15,15,15,15,15,16,15,16,0,0,0,0,0,0,0,0,10,1,1
1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,0,0,0,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,0,16,16,16,0,0,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,11,0,16,0,0,0,15,15,15,15,15,15,15,15,15,15,16,15,15,16,15,15,16,15,16,16,16,15,0,15,0,15,15,16,0,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,1,11,16,0,0,0,15,15,16,16,16,15,15,16,15,15,15,15,16,15,15,15,15,16,15,15,15,15,15,15,0,0,0,0,16,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,1,8,0,16,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,24,15,24,15,15,16,15,15,15,15,15,15,15,15,15,0,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,0,15,15,15,16,15,15,15,15,15,15,15,16,26,22,27,15,15,16,15,15,15,15,15,15,15,15,15,16,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,0,16,15,16,16,15,15,15,15,16,16,16,0,17,15,16,15,15,15,16,15,15,16,15,15,0,15,15,0,0,0,14,1
1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,16,15,0,0,15,15,15,15,15,15,16,0,25,23,23,27,15,15,15,15,16,16,15,15,15,15,0,0,15,0,0,0,12,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,16,16,0,16,16,0,0,15,15,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,12,13,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,16,0,0,0,0,15,15,0,16,15,15,21,15,0,0,15,16,0,0,0,0,15,0,0,0,0,0,12,13,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,16,0,16,16,16,15,0,15,15,15,17,15,0,16,16,16,0,0,16,16,15,15,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,0,0,0,16,0,0,16,0,17,0,0,0,0,0,0,16,16,16,0,12,13,13,13,13,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,11,0,0,0,14,13,13,11,0,0,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,1,1,1,1,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
